State;Community Number;Community Name;CRS Entry Date;Current Effective Date;Current Class;% Discount for SFHA;% Discount for Non- SFHA;Status
RI;445409;Warwick, City of ;01.10.2016;01.10.2016;9;5;5;C
RI;445410;Westerly, Town of ;01.05.2013;01.10.2018;7;15;5;C
SC;450002;Aiken County ;01.10.1993;01.10.1993;9;5;5;C
SC;450262;Awendaw, Town of ;01.10.1996;01.05.2018;6;20;10;C
SC;450026;Beaufort, City of ;01.10.1992;01.05.2013;7;15;5;C
SC;450025;Beaufort County ;01.10.1991;01.05.2018;5;25;10;C
SC;450029;Berkeley County ;01.05.2008;01.05.2013;8;10;5;C
SC;450131;Cayce, City of ;01.05.2010;01.05.2010;9;5;5;C
SC;455412;Charleston, City of ;01.10.1993;01.10.2015;6;20;10;C
SC;455413;Charleston County ;01.10.1995;01.10.2020;3;35;10;C
SC;450056;Colleton County ;01.05.2005;01.05.2007;7;15;5;C
SC;450172;Columbia, City of;01.05.2019;01.05.2019;9;5;5;NA
SC;455414;Edisto Beach, Town of ;01.10.1992;01.05.2019;6;20;10;C
SC;450078;Florence, City of ;01.10.1991;01.05.2018;6;20;10;C
SC;450076;Florence County ;01.05.2010;01.05.2010;9;5;5;C
SC;455415;Folly Beach, City of ;01.10.1996;01.05.2018;4;30;10;C
SC;450087;Georgetown, City of ;01.10.1993;01.05.2014;7;15;5;C
SC;450085;Georgetown County ;01.05.2010;01.05.2017;7;15;5;C
SC;450091;Greenville, City of ;01.10.1991;01.05.2017;5;25;10;C
SC;450089;Greenville County  ;01.10.1993;01.10.2003;8;10;5;C
SC;450030;Hanahan, City of;01.10.2018;01.10.2018;7;15;5;C
SC;450250;Hilton Head Island, Town of ;01.10.1991;01.05.2010;5;25;10;C
SC;450037;Hollywood, Town of ;01.10.2010;01.10.2015;7;15;5;C
SC;450104;Horry County ;01.10.2010;01.05.2017;7;15;5;C
SC;455416;Isle of Palms, City of ;01.10.1994;01.05.2016;6;20;10;C
SC;450263;James Island, Town of;01.05.2020;01.05.2020;6;20;10;NA
SC;450115;Kershaw County ;01.05.2014;01.05.2014;9;5;5;C
SC;450257;Kiawah Island, Town of ;01.10.1996;01.10.2016;5;25;10;C
SC;450129;Lexington County ;01.10.1991;01.05.2018;7;15;5;C
SC;450039;McClellanville, Town of ;01.10.2000;01.05.2016;7;15;5;C
SC;450040;Meggett, Town of ;01.10.1996;01.05.2018;6;20;10;C
SC;455417;Mount Pleasant, City of ;01.10.1994;01.10.2010;6;20;10;C
SC;450109;Myrtle Beach, City of ;01.10.1991;01.05.2003;5;25;10;C
SC;450042;North Charleston, City of ;01.05.2003;01.10.2007;7;15;5;C
SC;450110;North Myrtle Beach, Town of ;01.10.1991;01.10.2012;6;20;10;C
SC;450160;Orangeburg County ;01.10.2016;01.10.2016;9;5;5;C
SC;450255;Pawley’s Island, Town of ;01.10.2005;01.10.2009;6;20;10;C
SC;450166;Pickens County ;01.05.1999;01.05.2015;9;5;5;C
SC;450028;Port Royal, Town of ;01.05.2011;01.05.2011;9;5;5;C
SC;450043;Ravenel, Town of ;01.10.1996;01.10.2005;6;20;10;C
SC;450170;Richland County ;01.10.1995;01.10.2010;8;10;5;C
SC;450196;Rock Hill, City of ;01.10.2014;01.05.2020;7;15;5;C
SC;450249;Rockville, Town of  ;01.10.1998;01.05.2018;6;20;10;C
SC;450256;Seabrook Island, Town of ;01.10.1995;01.05.2016;5;25;10;C
SC;455418;Sullivans Island, Town of ;01.05.2004;01.05.2017;5;25;10;C
SC;450184;Sumter, City of ;01.10.1992;01.05.2018;7;15;5;C
SC;450182;Sumter County  ;01.10.1992;01.05.2018;7;15;5;C
SC;450111;Surfside Beach, Town of ;01.10.2010;01.05.2016;5;25;10;C
SC;450193;York County ;01.10.2009;01.05.2020;8;10;5;C
SD;460007;Aberdeen, City of ;01.10.2017;01.10.2017;9;5;5;C
SD;460044;Madison, City of ;01.05.2014;01.05.2014;8;10;5;C
SD;460054;Meade County  ;01.10.2015;01.10.2015;9;5;5;C
SD;460042;Parkston, City of ;01.05.2014;01.05.2014;9;5;5;C
SD;465420;Rapid City, City of ;01.10.1992;01.05.2013;7;15;5;C
SD;460046;Spearfish, City of ;01.05.2014;01.05.2014;9;5;5;C
SD;460016;Watertown, City of ;01.05.2017;01.05.2017;8;10;5;C
TN;470211;Athens, City of ;01.10.1993;01.10.2009;8;10;5;C
TN;470182;Bristol, City of ;01.05.2006;01.10.2007;8;10;5;C
TN;470176;Carthage, City of ;01.10.1992;01.10.2015;9;5;5;C
TN;470150;Cookeville, City of ;01.05.2014;01.05.2014;9;5;5;C
TN;475425;Elizabethton, City of ;01.10.1993;01.05.2020;8;10;5;C
TN;470105;Fayetteville, City of ;01.10.1992;01.10.1993;10;0;0;R
TN;470206;Franklin, City of   ;01.10.2015;01.10.2018;8;10;5;C
TN;475426;Gatlinburg, City of ;01.10.1993;01.10.2009;8;10;5;C
TN;470059;Humboldt, City of ;01.10.1993;01.10.1996;10;0;0;R
TN;475432;Johnson City, City of ;01.10.2014;01.10.2014;9;5;5;C
TN;470184;Kingsport, City of ;01.10.1992;01.10.1997;10;0;0;R
TN;475433;Knox County ;01.10.2002;01.05.2020;8;10;5;C
TN;475434;Knoxville, City of ;01.10.1992;01.10.2019;6;20;10;C
TN;470070;Morristown, City of ;01.10.1992;01.10.1993;10;0;0;R
TN;470040;Nashville, City of & Davidson County;01.10.1991;01.10.2006;8;10;5;C
TN;470100;Ripley, Town of ;01.10.1991;01.10.1996;10;0;0;R
TN;475448;Spring City, Town of ;01.10.1992;01.10.1997;10;0;0;R
TN;470380;Watertown, City of ;01.05.2013;01.05.2013;9;5;5;C
TN;470204;Williamson County ;01.10.2008;01.10.2015;8;10;5;C
TN;470207;Wilson County ;01.05.2013;01.05.2013;9;5;5;C
TX;485454;Arlington, City of ;01.10.1991;01.05.2018;6;20;10;C
TX;480624;Austin, City of ;01.10.1991;01.05.2010;6;20;10;C
TX;481193;Bastrop County ;01.10.2004;01.10.2004;8;10;5;C
TX;485456;Baytown, City of ;01.10.1991;01.05.2006;6;20;10;C
TX;485457;Beaumont, City of ;01.10.2008;01.10.2013;7;15;5;C
TX;480289;Bellaire, City of ;01.10.1993;01.05.2014;7;15;5;C
TX;480586;Benbrook, City of ;01.10.1991;01.10.2017;7;15;5;C
TX;480878;Bevil Oaks, City of ;01.05.2010;01.10.2020;8;10;5;C
TX;480082;Bryan, City of ;01.10.1995;01.05.2019;8;10;5;C
TX;485459;Burleson, City of ;01.10.1991;01.10.2017;9;5;5;C
TX;481209;Burnet County ;01.05.2014;01.05.2014;9;5;5;C
TX;480167;Carrollton, City of ;01.10.1991;01.10.2012;6;20;10;C
TX;485462;Cleburne, City of ;01.10.1992;01.05.2013;8;10;5;C
TX;480083;College Station, City of ;01.05.2010;01.05.2010;7;15;5;C
TX;480484;Conroe, City of ;01.10.1992;01.05.2002;7;15;5;C
TX;480170;Coppell, City of ;01.10.1993;01.05.2016;8;10;5;C
TX;480155;Copperas Cove, City of ;01.05.2018;01.05.2018;8;10;5;C 
TX;485464;Corpus Christi, City of ;01.10.1991;01.10.2013;7;15;5;C
TX;480171;Dallas, City of ;01.10.1991;01.05.2011;5;25;10;C
TX;480291;Deer Park, City of ;01.10.2000;01.05.2017;7;15;5;C
TX;480194;Denton, City of ;01.10.1991;01.10.2018;8;10;5;C
TX;480774;Denton County ;01.10.1992;01.10.1993;10;0;0;R
TX;481569;Dickinson, City of ;01.10.2012;01.10.2012;8;10;5;C
TX;480173;Duncanville, City of ;01.10.1991;01.10.2017;8;10;5;C
TX;480214;El Paso, City of ;01.10.1991;01.10.1991;9;5;5;C
TX;480777;Flower Mound, City of ;01.10.2019;01.10.2019;8;10;5;NA
TX;485468;Friendswood, City of ;01.10.1991;01.05.2015;7;15;5;C
TX;480596;Fort Worth, City of ;01.10.2012;01.10.2012;8;10;5;C
TX;485469;Galveston, City of ;01.05.2014;01.05.2019;6;20;10;C
TX;485471;Garland, City of ;01.10.1991;01.10.1997;7;15;5;C
TX;485472;Grand Prairie, City of ;01.10.1991;01.05.2012;5;25;10;C
TX;480266;Guadalupe County ;01.05.2009;01.05.2009;8;10;5;C
TX;480599;Haltom City, City of ;01.10.2012;01.10.2018;8;10;5;C
TX;480287;Harris County ;01.05.2004;01.10.2014;7;15;5;C
TX;480296;Houston, City of ;01.05.2002;01.10.2009;5;25;10;C
TX;480601;Hurst, City of ;01.10.1992;01.10.2017;8;10;5;C
TX;481271;Jamaica Beach, City of;01.10.2018;01.10.2018;8;10;5;C
TX;480300;Jersey Village, City of;01.05.2020;01.05.2020;7;15;5;NA
TX;485481;Kemah, City of ;01.10.1992;01.05.2015;8;10;5;C
TX;485487;LaPorte, City of ;01.10.1999;01.10.2013;7;15;5;C
TX;485488;League City, City of ;01.10.1992;01.10.2012;6;20;10;C
TX;480042;Leon Valley, City of ;01.10.2017;01.10.2017;7;15;5;C
TX;480195;Lewisville, City of ;01.10.1991;01.10.2017;9;5;5;C
TX;480043;Live Oak, City of ;01.05.2010;01.05.2010;7;15;5;C
TX;480452;Lubbock, City of ;01.10.1992;01.05.2014;7;15;5;C
TX;480477;Midland, City of ;01.10.1992;01.10.1994;8;10;5;C
TX;480304;Missouri City, City of ;01.05.2010;01.05.2010;7;15;5;C
TX;485491;Nassau Bay, City of ;01.10.1992;01.05.2009;7;15;5;C
TX;485493;New Braunfels, City of ;01.10.2013;01.05.2019;8;10;5;C
TX;480607;North Richland Hills, City of ;01.10.1991;01.10.2016;7;15;5;C
TX;480206;Odessa, City of ;01.10.1992;01.10.2020;8;10;5;C
TX;480307;Pasadena, City of ;01.10.1991;01.05.2019;8;10;5;C
TX;480077;Pearland, City of ;01.05.2005;01.05.2014;6;20;10;C
TX;481028;Pflugerville, City of ;01.05.2011;01.10.2016;9;5;5;C
TX;480140;Plano, City of ;01.10.1992;01.05.2018;8;10;5;C
TX;485499;Port Arthur, City of ;01.10.1991;01.10.1991;9;5;5;C
TX;480184;Richardson, City of ;01.10.1991;01.10.2018;8;10;5;C
TX;480608;Richland Hills, City of ;01.05.2014;01.05.2014;8;10;5;C
TX;485504;Rockport, City of;01.10.2019;01.10.2019;7;15;5;NA
TX;485505;San Marcos, City of ;01.10.1992;01.10.2002;7;15;5;C
TX;485507;Seabrook, City of ;01.10.2002;01.10.2011;7;15;5;C
TX;485510;Shoreacres, City of ;01.05.2014;01.05.2020;8;10;5;C
TX;480234;Sugar Land, City of ;01.05.2010;01.05.2010;7;15;5;C
TX;481127;Sunset Valley, City of ;01.05.2010;01.10.2016;7;15;5;C
TX;480502;Sweetwater, City of ;01.10.1991;01.05.2008;9;5;5;C
TX;485513;Taylor Lake Village, City of ;01.05.2014;01.05.2014;8;10;5;C
TX;481585;Tiki Island, Village of ;01.10.2001;01.10.2017;7;15;5;C
TX;480318;West University Place, City of;01.10.2019;01.10.2019;7;15;5;NA
TX;480654;Wharton, City of ;01.10.2011;01.10.2016;9;5;5;C
TX;480662;Wichita Falls, City of ;01.10.1991;01.10.2007;8;10;5;C
UT;490039;Bountiful, City of ;01.10.1991;01.10.1991;9;5;5;C
UT;490074;Cedar City, City of ;01.10.1994;01.10.1996;10;0;0;R
UT;490040;Centerville, City of ;01.05.2002;01.10.2018;10;0;0;R
UT;490019;Logan, City of ;01.10.1993;01.10.2019;7;15;5;C
UT;490072;Moab, City of ;01.05.2001;01.10.2011;9;5;5;C
UT;490214;North Ogden, City of ;01.10.1993;01.05.2019;10;0;0;C
UT;490216;Orem, City of ;01.10.1993;01.05.2008;7;15;5;C
UT;490159;Provo, City of ;01.10.1991;01.10.1996;8;10;5;C
UT;490178;Santa Clara, City of ;01.10.1995;01.10.2018;8;10;5;C
UT;490177;St. George, City of ;01.10.1994;01.10.2014;6;20;10;C
UT;490187;Weber County  ;01.10.2015;01.10.2015;9;5;5;C
UT;490052;West Bountiful, City of ;01.10.1996;01.10.1996;9;5;5;C
VT;500013;Bennington, Town of ;01.10.1993;01.10.1993;9;5;5;C
VT;500106;Berlin, Town of  ;01.05.2017;01.05.2017;9;5;5;C
VT;500126;Brattleboro, Town of ;01.10.1991;01.10.2017;8;10;5;C
VT;500033;Colchester, Town of ;01.05.2016;01.05.2016;8;10;5;C
VT;505518;Montpelier, City of ;01.10.1998;01.05.2020;8;10;5;C
VT;500123;Waterbury, Town of ;01.10.2016;01.10.2016;9;5;5;C
VT;500122;Waterbury, Village of ;01.10.2016;01.10.2016;9;5;5;C
VA;510001;Accomack County  ;01.10.1992;01.05.2018;6;20;10;C
VA;515519;Alexandria, City of ;01.10.1992;01.10.2013;6;20;10;C
VA;515520;Arlington County  ;01.10.1992;01.10.2008;8;10;5;C
VA;510075;Ashland, Town of ;01.10.2016;01.10.2016;9;5;5;C
VA;510134;Bridgewater, Town of ;01.10.1996;01.05.2006;8;10;5;C
VA;510106;Cape Charles, Town of ;01.05.2010;01.05.2019;8;10;5;C
VA;510034;Chesapeake, City of  ;01.05.2015;01.05.2015;8;10;5;C
VA;510002;Chincoteague, City of ;01.10.2000;01.10.2003;8;10;5;C
VA;515525;Fairfax County  ;01.10.1993;01.10.2014;6;20;10;C
VA;510054;Falls Church, City of ;01.05.2007;01.10.2016;6;20;10;C
VA;510060;Franklin, City of   ;01.10.2020;01.10.2020;9;5;5;C
VA;510071;Gloucester County ;01.10.1995;01.10.2016;6;20;10;C
VA;515527;Hampton, City of ;01.05.2011;01.05.2019;7;15;5;C
VA;510201;James City County ;01.10.1992;01.10.2020;5;25;10;C
VA;510090;Loudoun County  ;01.10.1992;01.05.2003;10;0;0;R
VA;510104;Norfolk, City of ;01.10.1992;01.05.2018;7;15;5;C
VA;510183;Poquoson, City of ;01.10.1992;01.10.2013;8;10;5;C
VA;515529;Portsmouth, City of ;01.10.1992;01.05.2017;7;15;5;C
VA;510119;Prince William County  ;01.10.1996;01.10.2019;7;15;5;M
VA;510129;Richmond, City of  ;01.10.2015;01.10.2015;8;10;5;C
VA;510130;Roanoke, City of ;01.10.1996;01.10.2008;7;15;5;C
VA;510190;Roanoke County  ;01.10.1991;01.10.2006;8;10;5;C
VA;510154;Stafford County ;01.05.2011;01.10.2017;7;15;5;C
VA;510053;Vienna, Town of ;01.10.1996;01.10.2011;8;10;5;C
VA;510131;Vinton, Town of ;01.10.2016;01.10.2016;8;10;5;C
VA;515531;Virgina Beach, City of;01.05.2019;01.05.2019;7;15;5;NA
VA;510005;Wachapreague, Town of ;01.10.1996;01.05.2017;8;10;5;C
VA;510182;York County ;01.10.2005;01.05.2017;7;15;5;C
WA;530073;Auburn, City of ;01.10.1992;01.05.2008;5;25;10;C
WA;530074;Bellevue, City of ;01.10.1992;01.05.2006;5;25;10;C
WA;530153;Burlington, City of ;01.10.1994;01.10.2020;10;0;0;R
WA;530076;Carnation, City of ;01.10.2014;01.10.2014;7;15;5;C
WA;530103;Centralia, City of ;01.10.1994;01.05.2016;6;20;10;C
WA;530104;Chehalis, City of ;01.10.1994;01.10.2018;7;15;5;C
WA;530024;Clark County ;01.10.2004;01.10.2009;5;25;10;C
WA;530051;Ephrata, City of  ;01.10.2000;01.05.2016;8;10;5;C
WA;530200;Everson, City of ;01.10.1994;01.10.2019;6;20;10;C
WA;530201;Ferndale, City of  ;01.05.2015;01.05.2020;6;20;10;C
WA;530140;Fife, City of ;01.05.2006;01.10.2016;10;0;0;R
WA;530166;Index, Town of ;01.05.1998;01.10.2017;7;15;5;C
WA;530079;Issaquah, City of ;01.10.1992;01.05.2008;5;25;10;C
WA;530080;Kent, City of ;01.05.2010;01.10.2019;5;25;10;C
WA;530071;King County ;01.10.1991;01.10.2007;2;40;10;C
WA;530095;Kittitas County  ;01.05.2015;01.05.2015;6;20;10;C
WA;530156;La Conner, Town of ;01.10.1996;01.05.2018;10;0;0;R 
WA;530102;Lewis County  ;01.10.1994;01.10.2019;5;25;10;C
WA;530316;Lower Elwha/Klallam Tribe ;01.10.2000;01.10.2016;10;0;0;R
WA;530331;Lummi Nation ;01.05.2010;01.10.2014;7;15;5;C
WA;530169;Monroe, City of ;01.10.1991;01.05.2006;5;25;10;C
WA;530158;Mount Vernon, City of ;01.05.1997;01.10.2012;6;20;10;C
WA;530085;North Bend, City of ;01.10.1995;01.05.2017;5;25;10;C
WA;530143;Orting, City of ;01.05.2008;01.10.2017;6;20;10;C
WA;530138;Pierce County ;01.10.1995;01.05.2012;2;40;10;C
WA;530087;Redmond, City of ;01.05.2016;01.05.2016;5;25;10;C
WA;530088;Renton, City of ;01.10.1994;01.10.2014;5;25;10;C
WA;530151;Skagit County ;01.05.1998;01.10.2019;5;25;10;C
WA;535534;Snohomish County ;01.05.2006;01.10.2018;6;20;10;C
WA;530090;Snoqualmie, City of ;01.10.1992;01.05.2002;5;25;10;C
WA;530173;Sultan, City of ;01.10.2003;01.10.2013;6;20;10;C
WA;530204;Sumas, City of ;01.10.1993;01.10.2018;7;15;5;C
WA;530188;Thurston County ;01.10.2000;01.10.2016;2;40;10;C
WA;530193;Wahkiakum County ;01.10.2007;01.05.2018;10;0;0;R 
WA;530067;Westport, City of ;01.10.2009;01.10.2014;8;10;5;C
WA;530198;Whatcom County ;01.10.1996;01.10.2006;6;20;10;C
WA;530217;Yakima County ;01.10.2007;01.10.2017;10;0;0;R
WV;540282;Berkeley County ;01.10.2011;01.10.2011;7;15;5;C
WV;540199;Buckhannon, City of ;01.05.2007;01.05.2007;8;10;5;C
WV;540073;Charleston, City of ;01.10.2011;01.10.2011;9;5;5;C
WV;540026;Fayette County;01.10.2018;01.10.2018;9;5;5;C
WV;540040;Greenbrier County;01.10.2018;01.10.2018;9;5;5;C
WV;540226;Hampshire County ;01.10.2013;01.10.2013;8;10;5;C
WV;540065;Jefferson County ;01.10.2006;01.10.2017;6;20;10;C
WV;540070;Kanawha County;01.10.2018;01.10.2018;9;5;5;C
WV;540006;Martinsburg, City of ;01.05.2016;01.05.2016;8;10;5;C
WV;540144;Morgan County ;01.10.2013;01.10.2013;9;5;5;C
WV;540194;Parsons, City of ;01.05.2016;01.05.2016;8;10;5;C
WV;540004;Philippi, City of ;01.05.2003;01.05.2003;8;10;5;C
WV;540164;Putnam County ;01.10.2016;01.10.2016;9;5;5;C
WI;550001;Adams County ;01.10.1991;01.05.2019;8;10;5;C
WI;550612;Allouez, Village of ;01.10.1992;01.05.2012;6;20;10;C
WI;550128;Eau Claire, City of ;01.10.1991;01.05.2020;9;5;5;C
WI;550578;Elm Grove, Village of ;01.05.2001;01.05.2012;5;25;10;C
WI;550366;Evansville, City of ;01.05.2010;01.05.2010;7;15;5;C
WI;550136;Fond du Lac, City of ;01.05.2013;01.05.2013;7;15;5;C
WI;550022;Green Bay, City of ;01.10.1991;01.05.2019;6;20;10;C
WI;550523;Kenosha County ;01.05.2013;01.05.2013;5;25;10;C
WI;555562;La Crosse, City of ;01.10.1991;01.10.2002;8;10;5;C
WI;550085;Mazomanie, Village of ;01.10.1991;01.05.2012;8;10;5;C
WI;550487;New Berlin, City of ;01.10.2005;01.05.2010;7;15;5;C
WI;550310;Ozaukee County ;01.10.1991;01.10.2007;8;10;5;C
WI;550402;Reedsburg, City of ;01.05.2013;01.05.2013;6;20;10;C
WI;550660;Suamico, Village of ;01.05.2008;01.05.2013;7;15;5;C
WI;550107;Watertown, City of ;01.10.1991;01.10.2007;7;15;5;C
WI;550108;Waupun, City of ;01.10.1991;01.10.2001;8;10;5;C
WI;550537;Winnebago County ;01.10.1991;01.10.2001;8;10;5;C
WY;560037;Casper, City of ;01.10.2000;01.05.2019;10;0;0;R
WY;560030;Cheyenne, City of ;01.05.2003;01.05.2003;7;15;5;C
WY;560013;Douglas, City of ;01.10.1993;01.10.2010;8;10;5;C
WY;560029;Laramie County ;01.05.2003;01.05.2003;8;10;5;C
WY;560085;Park County ;01.10.1991;01.10.1996;10;0;0;R
WY;560044;Sheridan, City of ;01.10.1995;01.05.2016;10;0;0;R
PR;720101;Ponce, Municipality of ;01.10.2009;01.10.2009;9;5;5;C
